date,hour,casual,member,total
2025-04-15,8,854,9884,10738
2025-04-15,9,729,7001,7730
2025-04-15,10,688,4309,4997
2025-04-15,11,792,4234,5026
2025-04-15,12,1006,4672,5678
2025-04-15,13,1181,5058,6239
2025-04-15,14,1413,5620,7033
2025-04-15,15,1601,6472,8073
2025-04-15,16,1838,7877,9715
2025-04-15,17,2130,12458,14588
2025-04-15,18,1917,11609,13526
2025-04-15,19,1462,8546,10008
2025-04-15,20,909,5598,6507
2025-04-15,21,651,4244,4895
2025-04-15,22,536,2685,3221
2025-04-15,23,380,1656,2036
2025-04-16,0,260,837,1097
2025-04-16,1,130,438,568
2025-04-16,2,66,202,268
2025-04-16,3,45,154,199
2025-04-16,4,63,227,290
2025-04-16,5,107,891,998
2025-04-16,6,251,2805,3056
2025-04-16,7,469,5469,5938
2025-04-16,8,741,8837,9578
2025-04-16,9,590,6543,7133
2025-04-16,10,537,4075,4612
2025-04-16,11,565,3867,4432
2025-04-16,12,645,4315,4960
2025-04-16,13,661,4326,4987
2025-04-16,14,788,4614,5402
2025-04-16,15,909,5173,6082
2025-04-16,16,1034,6472,7506
2025-04-16,17,1290,10209,11499
2025-04-16,18,1317,9973,11290
2025-04-16,19,927,7003,7930
2025-04-16,20,602,4601,5203
2025-04-16,21,489,3591,4080
2025-04-16,22,436,2644,3080
2025-04-16,23,330,1682,2012
2025-04-17,0,183,862,1045
2025-04-17,1,103,393,496
2025-04-17,2,64,219,283
2025-04-17,3,43,157,200
2025-04-17,4,47,250,297
2025-04-17,5,105,837,942
2025-04-17,6,212,2589,2801
2025-04-17,7,472,5074,5546
2025-04-17,8,682,8439,9121
2025-04-17,9,714,6736,7450
2025-04-17,10,820,4420,5240
2025-04-17,11,1017,4386,5403
2025-04-17,12,1179,4917,6096
2025-04-17,13,1328,5225,6553
2025-04-17,14,1547,5658,7205
2025-04-17,15,2053,6688,8741
2025-04-17,16,2330,8334,10664
2025-04-17,17,2677,12271,14948
2025-04-17,18,2552,11897,14449
2025-04-17,19,1820,8562,10382
2025-04-17,20,1118,5753,6871
2025-04-17,21,883,4383,5266
2025-04-17,22,828,3408,4236
2025-04-17,23,738,2453,3191
2025-04-18,0,505,1424,1929
2025-04-18,1,330,800,1130
2025-04-18,2,191,459,650
2025-04-18,3,115,297,412
2025-04-18,4,84,256,340
2025-04-18,5,96,738,834
2025-04-18,6,223,1902,2125
2025-04-18,7,418,3369,3787
2025-04-18,8,693,5567,6260
2025-04-18,9,881,5963,6844
2025-04-18,10,1254,5279,6533
2025-04-18,11,1669,5710,7379
2025-04-18,12,1925,6440,8365
2025-04-18,13,2332,6950,9282
2025-04-18,14,2576,7309,9885
2025-04-18,15,2778,7754,10532
2025-04-18,16,2500,8199,10699
2025-04-18,17,2163,9205,11368
2025-04-18,18,1951,8590,10541
2025-04-18,19,1731,6779,8510
2025-04-18,20,1030,4627,5657
2025-04-18,21,903,3571,4474
2025-04-18,22,855,3054,3909
2025-04-18,23,709,2672,3381
2025-04-19,0,603,1860,2463
2025-04-19,1,478,1260,1738
2025-04-19,2,339,825,1164
2025-04-19,3,207,587,794
2025-04-19,4,147,370,517
2025-04-19,5,91,332,423
2025-04-19,6,187,816,1003
2025-04-19,7,353,1590,1943
2025-04-19,8,593,2922,3515
2025-04-19,9,1189,4604,5793
2025-04-19,10,1839,5726,7565
2025-04-19,11,2501,7141,9642
2025-04-19,12,3280,8098,11378
2025-04-19,13,4030,8763,12793
2025-04-19,14,4130,8874,13004
2025-04-19,15,4315,8866,13181
2025-04-19,16,4336,8829,13165
2025-04-19,17,4106,8621,12727
2025-04-19,18,3289,7846,11135
2025-04-19,19,2883,6788,9671
2025-04-19,20,1870,4998,6868
2025-04-19,21,1609,4192,5801
2025-04-19,22,1373,3666,5039
2025-04-19,23,1214,3295,4509
2025-04-20,0,932,2349,3281
2025-04-20,1,668,1560,2228
2025-04-20,2,519,1094,1613
2025-04-20,3,348,728,1076
2025-04-20,4,216,489,705
2025-04-20,5,97,349,446
2025-04-20,6,146,671,817
2025-04-20,7,290,1170,1460
2025-04-20,8,485,2002,2487
2025-04-20,9,755,3246,4001
2025-04-20,10,1316,4493,5809
2025-04-20,11,1793,5689,7482
2025-04-20,12,2268,6214,8482
2025-04-20,13,2609,6589,9198
2025-04-20,14,2981,6889,9870
2025-04-20,15,2962,6921,9883
2025-04-20,16,2913,6946,9859
2025-04-20,17,2708,6686,9394
2025-04-20,18,2461,6558,9019
2025-04-20,19,1805,5470,7275
2025-04-20,20,1140,3950,5090
2025-04-20,21,805,2895,3700
2025-04-20,22,657,2102,2759
2025-04-20,23,446,1370,1816
2025-04-21,0,298,777,1075
2025-04-21,1,185,360,545
2025-04-21,2,100,233,333
2025-04-21,3,53,142,195
2025-04-21,4,54,267,321
2025-04-21,5,96,869,965
2025-04-21,6,237,2698,2935
2025-04-21,7,511,6041,6552
2025-04-21,8,692,8884,9576
2025-04-21,9,650,6118,6768
2025-04-21,10,687,4020,4707
2025-04-21,11,744,3827,4571
2025-04-21,12,846,4473,5319
2025-04-21,13,909,4755,5664
2025-04-21,14,1097,5218,6315
2025-04-21,15,1059,6096,7155
2025-04-21,16,1115,7584,8699
2025-04-21,17,1392,10998,12390
2025-04-21,18,1171,9811,10982
2025-04-21,19,951,6809,7760
2025-04-21,20,658,4645,5303
2025-04-21,21,492,3256,3748
2025-04-21,22,464,2600,3064
2025-04-21,23,203,1211,1414
2025-04-22,0,215,657,872
2025-04-22,1,129,349,478
2025-04-22,2,96,191,287
2025-04-22,3,50,140,190
2025-04-22,4,62,269,331
2025-04-22,5,126,1035,1161
2025-04-22,6,292,3446,3738
2025-04-22,7,600,7527,8127
2025-04-22,8,879,11681,12560
2025-04-22,9,846,7471,8317
2025-04-22,10,820,4933,5753
2025-04-22,11,979,4905,5884
2025-04-22,12,1139,5601,6740
2025-04-22,13,1322,5869,7191
2025-04-22,14,1644,6710,8354
2025-04-22,15,1832,7993,9825
2025-04-22,16,2129,9971,12100
2025-04-22,17,2574,14978,17552
2025-04-22,18,2531,13759,16290
2025-04-22,19,1909,9835,11744
2025-04-22,20,1315,6723,8038
2025-04-22,21,958,5019,5977
2025-04-22,22,834,3711,4545
2025-04-22,23,558,2123,2681
2025-04-23,0,368,1057,1425
2025-04-23,1,198,465,663
2025-04-23,2,109,267,376
2025-04-23,3,66,170,236
2025-04-23,4,61,301,362
2025-04-23,5,132,1075,1207
2025-04-23,6,313,3472,3785
2025-04-23,7,722,7834,8556
2025-04-23,8,1086,12201,13287
2025-04-23,9,979,8291,9270
2025-04-23,10,938,5350,6288
2025-04-23,11,1170,5090,6260
2025-04-23,12,1323,5903,7226
2025-04-23,13,1418,6218,7636
2025-04-23,14,1641,6986,8627
2025-04-23,15,1887,8082,9969
2025-04-23,16,2067,9947,12014
2025-04-23,17,2744,15020,17764
2025-04-23,18,2469,13941,16410
2025-04-23,19,2049,9888,11937
2025-04-23,20,1188,6835,8023
2025-04-23,21,983,4899,5882
2025-04-23,22,742,3741,4483
2025-04-23,23,534,2267,2801
2025-04-24,0,341,1108,1449
2025-04-24,1,171,550,721
2025-04-24,2,132,299,431
2025-04-24,3,62,177,239
2025-04-24,4,70,298,368
2025-04-24,5,133,1056,1189
2025-04-24,6,352,3490,3842
2025-04-24,7,754,7642,8396
2025-04-24,8,1111,11876,12987
2025-04-24,9,1052,8258,9310
2025-04-24,10,1048,5579,6627
2025-04-24,11,1257,5472,6729
2025-04-24,12,1428,6119,7547
2025-04-24,13,1527,6394,7921
2025-04-24,14,1782,7002,8784
2025-04-24,15,2043,8162,10205
2025-04-24,16,2419,10044,12463
2025-04-24,17,2873,14706,17579
2025-04-24,18,3255,14672,17927
2025-04-24,19,2323,10272,12595
2025-04-24,20,1587,7002,8589
2025-04-24,21,1145,5242,6387
2025-04-24,22,1085,4493,5578
2025-04-24,23,842,2797,3639
2025-04-25,0,520,1600,2120
2025-04-25,1,299,836,1135
2025-04-25,2,165,487,652
2025-04-25,3,115,301,416
2025-04-25,4,79,368,447
2025-04-25,5,148,1044,1192
2025-04-25,6,323,2973,3296
2025-04-25,7,742,6403,7145
2025-04-25,8,1049,9584,10633
2025-04-25,9,1199,7282,8481
2025-04-25,10,1268,5491,6759
2025-04-25,11,1549,5789,7338
2025-04-25,12,1707,6574,8281
2025-04-25,13,2145,7112,9257
2025-04-25,14,2422,8159,10581
2025-04-25,15,2712,9159,11871
2025-04-25,16,2954,10760,13714
2025-04-25,17,3222,12892,16114
2025-04-25,18,3084,11964,15048
2025-04-25,19,2396,8983,11379
2025-04-25,20,1540,6008,7548
2025-04-25,21,1261,4642,5903
2025-04-25,22,1227,4087,5314
2025-04-25,23,993,3403,4396
2025-04-26,0,855,2630,3485
2025-04-26,1,720,1673,2393
2025-04-26,2,337,890,1227
2025-04-26,3,115,340,455
2025-04-26,4,73,225,298
2025-04-26,5,74,238,312
2025-04-26,6,152,671,823
2025-04-26,7,363,1526,1889
2025-04-26,8,578,2704,3282
2025-04-26,9,1004,4239,5243
2025-04-26,10,1607,5736,7343
2025-04-26,11,2466,6735,9201
2025-04-26,12,2763,6825,9588
2025-04-26,13,2346,5819,8165
2025-04-26,14,3179,6909,10088
2025-04-26,15,3725,7824,11549
2025-04-26,16,3527,7393,10920
2025-04-26,17,3486,7294,10780
2025-04-26,18,3745,7787,11532
2025-04-26,19,1190,3118,4308
2025-04-26,20,1252,3611,4863
2025-04-26,21,1219,3320,4539
2025-04-26,22,1006,2986,3992
2025-04-26,23,866,2518,3384
2025-04-27,0,643,1814,2457
2025-04-27,1,411,1245,1656
2025-04-27,2,265,773,1038
2025-04-27,3,171,505,676
2025-04-27,4,123,335,458
2025-04-27,5,185,527,712
2025-04-27,6,343,1102,1445
2025-04-27,7,640,1893,2533
2025-04-27,8,925,2865,3790
2025-04-27,9,1434,4320,5754
2025-04-27,10,1788,5660,7448
2025-04-27,11,2265,6722,8987
2025-04-27,12,2691,7472,10163
2025-04-27,13,2500,7351,9851
2025-04-27,14,2308,7147,9455
2025-04-27,15,2217,7075,9292
2025-04-27,16,2239,7017,9256
2025-04-27,17,2016,6859,8875
2025-04-27,18,1690,6505,8195
2025-04-27,19,1352,5468,6820
2025-04-27,20,931,3935,4866
2025-04-27,21,715,2894,3609
2025-04-27,22,519,2148,2667
2025-04-27,23,441,1336,1777
2025-04-28,0,305,843,1148
2025-04-28,1,151,390,541
2025-04-28,2,100,238,338
2025-04-28,3,35,167,202
2025-04-28,4,54,247,301
2025-04-28,5,117,958,1075
2025-04-28,6,274,3104,3378
2025-04-28,7,601,7208,7809
2025-04-28,8,916,10579,11495
2025-04-28,9,882,7141,8023
2025-04-28,10,930,4888,5818
2025-04-28,11,1177,4805,5982
2025-04-28,12,1303,5535,6838
2025-04-28,13,1489,5915,7404
2025-04-28,14,1742,6743,8485
2025-04-28,15,1994,7929,9923
2025-04-28,16,2088,9929,12017
2025-04-28,17,2599,14034,16633
2025-04-28,18,2498,13085,15583
2025-04-28,19,1946,9504,11450
2025-04-28,20,1177,6379,7556
2025-04-28,21,850,4363,5213
2025-04-28,22,686,3011,3697
2025-04-28,23,419,1712,2131
2025-04-29,0,279,859,1138
2025-04-29,1,140,494,634
2025-04-29,2,108,249,357
2025-04-29,3,52,171,223
2025-04-29,4,59,272,331
2025-04-29,5,142,1170,1312
2025-04-29,6,345,3704,4049
2025-04-29,7,739,8251,8990
2025-04-29,8,1103,12570,13673
2025-04-29,9,1071,8177,9248
2025-04-29,10,979,5323,6302
2025-04-29,11,1221,5147,6368
2025-04-29,12,1279,5819,7098
2025-04-29,13,1500,6228,7728
2025-04-29,14,1687,7224,8911
2025-04-29,15,1902,8114,10016
2025-04-29,16,2063,10195,12258
2025-04-29,17,2916,15641,18557
2025-04-29,18,2839,14688,17527
2025-04-29,19,2176,10566,12742
2025-04-29,20,1378,6844,8222
2025-04-29,21,1031,5044,6075
2025-04-29,22,900,4167,5067
2025-04-29,23,612,2338,2950
2025-04-30,0,385,1083,1468
2025-04-30,1,211,583,794
2025-04-30,2,113,297,410
2025-04-30,3,65,192,257
2025-04-30,4,79,330,409
2025-04-30,5,166,1148,1314
2025-04-30,6,344,3594,3938
2025-04-30,7,741,8064,8805
2025-04-30,8,1240,12578,13818
2025-04-30,9,1169,8924,10093
2025-04-30,10,1085,5921,7006
2025-04-30,11,1233,5466,6699
2025-04-30,12,1408,6262,7670
2025-04-30,13,1567,6612,8179
2025-04-30,14,1757,7487,9244
2025-04-30,15,1931,8316,10247
2025-04-30,16,2168,10394,12562
2025-04-30,17,2928,15803,18731
2025-04-30,18,2829,14545,17374
2025-04-30,19,2200,10468,12668
2025-04-30,20,1404,7238,8642
2025-04-30,21,1008,5491,6499
2025-04-30,22,830,4019,4849
2025-04-30,23,571,2557,3128
2025-05-01,0,347,1205,1552
2025-05-01,1,219,558,777
2025-05-01,2,107,305,412
2025-05-01,3,79,239,318
2025-05-01,4,61,290,351
2025-05-01,5,149,1080,1229
2025-05-01,6,368,3455,3823
2025-05-01,7,808,7832,8640
2025-05-01,8,1259,12482,13741
2025-05-01,9,1208,8729,9937
2025-05-01,10,1184,5894,7078
2025-05-01,11,1346,5504,6850
2025-05-01,12,1457,6038,7495
2025-05-01,13,1579,6428,8007
2025-05-01,14,1876,7203,9079
2025-05-01,15,2012,8227,10239
2025-05-01,16,2202,10133,12335
2025-05-01,17,2805,14502,17307
2025-05-01,18,2745,13609,16354
2025-05-01,19,2110,9856,11966
2025-05-01,20,1297,6519,7816
2025-05-01,21,989,4773,5762
2025-05-01,22,969,3987,4956
2025-05-01,23,719,2636,3355
2025-05-02,0,441,1450,1891
2025-05-02,1,335,703,1038
2025-05-02,2,158,421,579
2025-05-02,3,94,364,458
2025-05-02,4,78,348,426
2025-05-02,5,155,1016,1171
2025-05-02,6,342,3022,3364
2025-05-02,7,721,6702,7423
2025-05-02,8,1167,9643,10810
2025-05-02,9,1221,7451,8672
2025-05-02,10,1261,5843,7104
2025-05-02,11,1620,6030,7650
2025-05-02,12,1854,6636,8490
2025-05-02,13,2333,7209,9542
2025-05-02,14,2524,8385,10909
2025-05-02,15,2832,9344,12176
2025-05-02,16,3068,11062,14130
2025-05-02,17,3560,13785,17345
2025-05-02,18,3573,12529,16102
2025-05-02,19,2967,9680,12647
2025-05-02,20,2070,6980,9050
2025-05-02,21,1677,5221,6898
2025-05-02,22,1637,4661,6298
2025-05-02,23,1513,3883,5396
2025-05-03,0,1161,2900,4061
2025-05-03,1,760,1795,2555
2025-05-03,2,557,1297,1854
2025-05-03,3,364,734,1098
2025-05-03,4,232,438,670
2025-05-03,5,151,431,582
2025-05-03,6,271,1107,1378
2025-05-03,7,496,2056,2552
2025-05-03,8,963,3792,4755
2025-05-03,9,1661,5819,7480
2025-05-03,10,2593,7461,10054
2025-05-03,11,3300,8787,12087
2025-05-03,12,3925,9554,13479
2025-05-03,13,4107,9531,13638
2025-05-03,14,4206,9529,13735
2025-05-03,15,4440,9761,14201
2025-05-03,16,4270,9443,13713
2025-05-03,17,3962,9336,13298
2025-05-03,18,3892,9310,13202
2025-05-03,19,3399,8111,11510
2025-05-03,20,2266,5985,8251
2025-05-03,21,1850,4846,6696
2025-05-03,22,1345,3786,5131
2025-05-03,23,1038,3118,4156
2025-05-04,0,947,2521,3468
2025-05-04,1,703,1842,2545
2025-05-04,2,529,1196,1725
2025-05-04,3,350,752,1102
2025-05-04,4,245,494,739
2025-05-04,5,137,411,548
2025-05-04,6,219,789,1008
2025-05-04,7,396,1593,1989
2025-05-04,8,755,2665,3420
2025-05-04,9,1283,4426,5709
2025-05-04,10,2092,6138,8230
2025-05-04,11,2555,7547,10102
2025-05-04,12,1451,5111,6562
2025-05-04,13,1106,4425,5531
2025-05-04,14,1680,5860,7540
2025-05-04,15,1278,4990,6268
2025-05-04,16,1272,5208,6480
2025-05-04,17,493,2704,3197
2025-05-04,18,501,2938,3439
2025-05-04,19,381,2481,2862
2025-05-04,20,296,1916,2212
2025-05-04,21,350,1934,2284
2025-05-04,22,423,1782,2205
2025-05-04,23,410,1368,1778
2025-05-05,0,281,770,1051
2025-05-05,1,185,372,557
2025-05-05,2,93,204,297
2025-05-05,3,57,157,214
2025-05-05,4,69,265,334
2025-05-05,5,111,988,1099
2025-05-05,6,263,2908,3171
2025-05-05,7,530,6447,6977
2025-05-05,8,765,9325,10090
2025-05-05,9,717,6507,7224
2025-05-05,10,661,4074,4735
2025-05-05,11,641,3640,4281
2025-05-05,12,175,1394,1569
2025-05-05,13,204,1689,1893
2025-05-05,14,200,1770,1970
2025-05-05,15,401,3211,3612
2025-05-05,16,352,3108,3460
2025-05-05,17,347,3819,4166
2025-05-05,18,350,3883,4233
2025-05-05,19,508,4162,4670
2025-05-05,20,354,2982,3336
2025-05-05,21,311,2300,2611
2025-05-05,22,315,2029,2344
2025-05-05,23,295,1211,1506
2025-05-06,0,164,497,661
2025-05-06,1,66,247,313
2025-05-06,2,67,187,254
2025-05-06,3,39,122,161
2025-05-06,4,58,272,330
2025-05-06,5,106,975,1081
2025-05-06,6,227,2985,3212
2025-05-06,7,523,6290,6813
2025-05-06,8,723,9215,9938
2025-05-06,9,279,3130,3409
2025-05-06,10,294,2804,3098
2025-05-06,11,379,3040,3419
2025-05-06,12,516,3530,4046
2025-05-06,13,704,4624,5328
2025-05-06,14,1025,5674,6699
2025-05-06,15,1252,6771,8023
2025-05-06,16,1224,7777,9001
2025-05-06,17,1404,11181,12585
2025-05-06,18,1481,11133,12614
2025-05-06,19,1175,7900,9075
2025-05-06,20,921,5821,6742
2025-05-06,21,730,4522,5252
2025-05-06,22,661,3518,4179
2025-05-06,23,468,1900,2368
2025-05-07,0,349,1059,1408
2025-05-07,1,206,547,753
2025-05-07,2,127,292,419
2025-05-07,3,75,197,272
2025-05-07,4,49,278,327
2025-05-07,5,137,1007,1144
2025-05-07,6,354,3641,3995
2025-05-07,7,774,8225,8999
2025-05-07,8,1226,12562,13788
2025-05-07,9,1019,8500,9519
2025-05-07,10,1032,5687,6719
2025-05-07,11,1305,5529,6834
2025-05-07,12,1416,6351,7767
2025-05-07,13,1536,6599,8135
2025-05-07,14,1801,7629,9430
2025-05-07,15,2042,8554,10596
2025-05-07,16,2163,10404,12567
2025-05-07,17,2759,15418,18177
2025-05-07,18,2547,14252,16799
2025-05-07,19,2091,10145,12236
2025-05-07,20,1506,7224,8730
2025-05-07,21,1221,5684,6905
2025-05-07,22,995,4448,5443
2025-05-07,23,714,2702,3416
2025-05-08,0,442,1398,1840
2025-05-08,1,240,740,980
2025-05-08,2,132,375,507
2025-05-08,3,107,270,377
2025-05-08,4,87,324,411
2025-05-08,5,177,1165,1342
2025-05-08,6,374,3774,4148
2025-05-08,7,855,8111,8966
2025-05-08,8,1365,12713,14078
2025-05-08,9,1274,8891,10165
2025-05-08,10,1159,6011,7170
2025-05-08,11,1339,5782,7121
2025-05-08,12,1462,6120,7582
2025-05-08,13,1665,6453,8118
2025-05-08,14,1856,7526,9382
2025-05-08,15,2116,8549,10665
2025-05-08,16,2334,10735,13069
2025-05-08,17,2979,15328,18307
2025-05-08,18,2623,13734,16357
2025-05-08,19,1505,8292,9797
2025-05-08,20,1198,6015,7213
2025-05-08,21,946,4838,5784
2025-05-08,22,912,3806,4718
2025-05-08,23,718,2723,3441
2025-05-09,0,494,1569,2063
2025-05-09,1,246,711,957
2025-05-09,2,129,414,543
2025-05-09,3,85,267,352
2025-05-09,4,76,346,422
2025-05-09,5,138,933,1071
2025-05-09,6,274,2502,2776
2025-05-09,7,587,5263,5850
2025-05-09,8,365,3702,4067
2025-05-09,9,231,2496,2727
2025-05-09,10,124,1346,1470
2025-05-09,11,168,1511,1679
2025-05-09,12,315,2612,2927
2025-05-09,13,658,4162,4820
2025-05-09,14,901,5303,6204
2025-05-09,15,1102,6317,7419
2025-05-09,16,860,5286,6146
2025-05-09,17,814,5728,6542
2025-05-09,18,786,5707,6493
2025-05-09,19,967,5684,6651
2025-05-09,20,826,4483,5309
2025-05-09,21,832,3732,4564
2025-05-09,22,881,3173,4054
2025-05-09,23,725,2827,3552
2025-05-10,0,664,2073,2737
2025-05-10,1,447,1361,1808
2025-05-10,2,338,966,1304
2025-05-10,3,205,660,865
2025-05-10,4,164,416,580
2025-05-10,5,105,424,529
2025-05-10,6,181,909,1090
2025-05-10,7,384,1906,2290
2025-05-10,8,706,3594,4300
2025-05-10,9,1272,5555,6827
2025-05-10,10,2089,7147,9236
2025-05-10,11,2678,8250,10928
2025-05-10,12,3191,9285,12476
2025-05-10,13,3685,9781,13466
2025-05-10,14,4061,10128,14189
2025-05-10,15,4281,10386,14667
2025-05-10,16,3639,8988,12627
2025-05-10,17,3619,8969,12588
2025-05-10,18,3799,9509,13308
2025-05-10,19,3278,7978,11256
2025-05-10,20,2166,5977,8143
2025-05-10,21,1614,4756,6370
2025-05-10,22,1525,4180,5705
2025-05-10,23,1362,3716,5078
2025-05-11,0,1044,2641,3685
2025-05-11,1,686,1850,2536
2025-05-11,2,464,1196,1660
2025-05-11,3,348,692,1040
2025-05-11,4,206,441,647
2025-05-11,5,141,382,523
2025-05-11,6,214,807,1021
2025-05-11,7,403,1628,2031
2025-05-11,8,773,2844,3617
2025-05-11,9,1288,4539,5827
2025-05-11,10,1971,6216,8187
2025-05-11,11,2651,7220,9871
2025-05-11,12,3178,7991,11169
2025-05-11,13,3396,8313,11709
2025-05-11,14,3680,8646,12326
2025-05-11,15,3599,8776,12375
2025-05-11,16,3513,9035,12548
2025-05-11,17,3401,8725,12126
2025-05-11,18,3082,8547,11629
2025-05-11,19,2362,6963,9325
2025-05-11,20,1785,5461,7246
2025-05-11,21,1106,3782,4888
2025-05-11,22,884,2810,3694
2025-05-11,23,611,1793,2404
2025-05-12,0,368,954,1322
2025-05-12,1,223,518,741
2025-05-12,2,99,326,425
2025-05-12,3,66,192,258
2025-05-12,4,96,303,399
2025-05-12,5,134,1111,1245
2025-05-12,6,333,3442,3775
2025-05-12,7,705,7734,8439
2025-05-12,8,1042,10989,12031
2025-05-12,9,927,7496,8423
2025-05-12,10,994,5144,6138
2025-05-12,11,1153,5028,6181
2025-05-12,12,1309,5742,7051
2025-05-12,13,1426,6027,7453
2025-05-12,14,1651,6906,8557
2025-05-12,15,1976,8030,10006
2025-05-12,16,2057,10202,12259
2025-05-12,17,2598,14624,17222
2025-05-12,18,2516,13632,16148
2025-05-12,19,2076,9765,11841
2025-05-12,20,1349,6673,8022
2025-05-12,21,923,4287,5210
2025-05-12,22,985,3993,4978
2025-05-12,23,607,2262,2869
2025-05-13,0,362,1130,1492
2025-05-13,1,207,561,768
2025-05-13,2,126,327,453
2025-05-13,3,85,214,299
2025-05-13,4,104,314,418
2025-05-13,5,167,1237,1404
2025-05-13,6,364,3932,4296
2025-05-13,7,762,8253,9015
2025-05-13,8,1039,12036,13075
2025-05-13,9,823,7554,8377
2025-05-13,10,703,5131,5834
2025-05-13,11,923,4956,5879
2025-05-13,12,914,5160,6074
2025-05-13,13,1065,5325,6390
2025-05-13,14,857,5163,6020
2025-05-13,15,872,5427,6299
2025-05-13,16,935,6771,7706
2025-05-13,17,1518,11429,12947
2025-05-13,18,1693,11614,13307
2025-05-13,19,1418,8450,9868
2025-05-13,20,896,5758,6654
2025-05-13,21,622,3540,4162
2025-05-13,22,239,1422,1661
2025-05-13,23,140,710,850
2025-05-14,0,131,563,694
2025-05-14,1,49,257,306
2025-05-14,2,45,167,212
2025-05-14,3,32,124,156
2025-05-14,4,74,260,334
2025-05-14,5,138,1051,1189
2025-05-14,6,295,3168,3463
2025-05-14,7,428,4779,5207
2025-05-14,8,254,3391,3645
2025-05-14,9,150,1708,1858
2025-05-14,10,124,1320,1444
2025-05-14,11,200,1881,2081
2025-05-14,12,486,3572,4058
2025-05-14,13,368,2848,3216
2025-05-14,14,196,1617,1813
2025-05-14,15,294,2376,2670
2025-05-14,16,576,4908,5484
2025-05-14,17,710,6712,7422
2025-05-14,18,641,5504,6145
2025-05-14,19,474,4142,4616
2025-05-14,20,320,2857,3177
2025-05-14,21,462,3149,3611
2025-05-14,22,358,2273,2631
2025-05-14,23,348,1556,1904
2025-05-15,0,272,817,1089
2025-05-15,1,134,435,569
2025-05-15,2,115,299,414
2025-05-15,3,75,187,262
2025-05-15,4,69,280,349
2025-05-15,5,130,981,1111
2025-05-15,6,342,3054,3396
2025-05-15,7,640,6853,7493
2025-05-15,8,995,10926,11921
2025-05-15,9,855,7683,8538
2025-05-15,10,832,5284,6116
2025-05-15,11,1004,5299,6303
2025-05-15,12,1083,5755,6838
2025-05-15,13,1217,6067,7284
2025-05-15,14,1516,7036,8552
2025-05-15,15,1821,8274,10095
2025-05-15,16,1893,9850,11743
2025-05-15,17,2584,14280,16864
2025-05-15,18,2702,13737,16439
2025-05-15,19,2274,10160,12434
2025-05-15,20,1588,7489,9077
2025-05-15,21,1242,5566,6808
2025-05-15,22,1089,4316,5405
2025-05-15,23,823,2964,3787
2025-05-16,0,571,1758,2329
2025-05-16,1,367,942,1309
2025-05-16,2,236,613,849
2025-05-16,3,157,382,539
2025-05-16,4,155,394,549
2025-05-16,5,165,1050,1215
2025-05-16,6,412,3112,3524
2025-05-16,7,811,6508,7319
2025-05-16,8,1141,9760,10901
2025-05-16,9,1122,7572,8694
2025-05-16,10,1256,5861,7117
2025-05-16,11,1104,5908,7012
2025-05-16,12,465,3272,3737
2025-05-16,13,351,1989,2340
2025-05-16,14,1129,5400,6529
2025-05-16,15,1715,7788,9503
2025-05-16,16,2160,9675,11835
2025-05-16,17,2649,12273,14922
2025-05-16,18,2845,11561,14406
2025-05-16,19,2749,9824,12573
2025-05-16,20,1850,6564,8414
2025-05-16,21,1452,4738,6190
2025-05-16,22,1683,4875,6558
2025-05-16,23,1769,4729,6498
2025-05-17,0,1239,3160,4399
2025-05-17,1,964,2022,2986
2025-05-17,2,606,1336,1942
2025-05-17,3,362,807,1169
2025-05-17,4,275,512,787
2025-05-17,5,264,843,1107
2025-05-17,6,461,1568,2029
2025-05-17,7,654,2288,2942
2025-05-17,8,1041,3817,4858
2025-05-17,9,1649,5592,7241
2025-05-17,10,2003,6737,8740
2025-05-17,11,2553,7514,10067
2025-05-17,12,3341,8891,12232
2025-05-17,13,4309,9709,14018
2025-05-17,14,4576,10245,14821
2025-05-17,15,4750,10503,15253
2025-05-17,16,4722,10107,14829
2025-05-17,17,4262,9743,14005
2025-05-17,18,4088,9478,13566
2025-05-17,19,4458,9279,13737
2025-05-17,20,2922,6998,9920
2025-05-17,21,2141,5267,7408
2025-05-17,22,2114,4834,6948
2025-05-17,23,1746,4126,5872
2025-05-18,0,1259,3095,4354
2025-05-18,1,875,1927,2802
2025-05-18,2,568,1283,1851
2025-05-18,3,354,859,1213
2025-05-18,4,278,569,847
2025-05-18,5,146,448,594
2025-05-18,6,215,870,1085
2025-05-18,7,407,1668,2075
2025-05-18,8,740,2966,3706
2025-05-18,9,1346,4653,5999
2025-05-18,10,2208,6203,8411
2025-05-18,11,2809,7580,10389
2025-05-18,12,3279,8452,11731
2025-05-18,13,3669,8983,12652
2025-05-18,14,3807,9227,13034
2025-05-18,15,3761,9527,13288
2025-05-18,16,3464,8971,12435
2025-05-18,17,3362,8547,11909
2025-05-18,18,3017,8097,11114
2025-05-18,19,2395,7035,9430
2025-05-18,20,1798,5289,7087
2025-05-18,21,1218,3748,4966
2025-05-18,22,1033,3058,4091
2025-05-18,23,642,1842,2484
2025-05-19,0,360,949,1309
2025-05-19,1,201,484,685
2025-05-19,2,108,292,400
2025-05-19,3,62,228,290
2025-05-19,4,85,298,383
2025-05-19,5,158,1116,1274
2025-05-19,6,339,3309,3648
2025-05-19,7,682,7196,7878
2025-05-19,8,918,10120,11038
2025-05-19,9,901,6932,7833
